formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C2H6ClN3O6S	[M + H]+	C2H6ClN3O6S	47.90922880032827	47.90922880032827	0.0	15	0.23820798648754204	-1.003592079960949	1.007896693664936	-0.21207476596002303	
1	C2H8ClN3O7S	[M - H2O + H]+	C2H6ClN3O6S	47.90922880032827	47.90922880032827	0.0	16	0.23820798648754204	-1.003592079960949	1.007896693664936	-76324.63419601749	
2	C5H5N2O8S	[M - H2O + H]+	C5H3N2O7S	45.481903099496535	45.481903099496535	0.0	15	0.2742159931089945	2.1680700952564105	2.1680700952564105	-76322.56974657714	
2	C5H3N2O7S	[M + H]+	C5H3N2O7S	45.481903099496535	45.481903099496535	0.0	14	0.2742159931089945	2.1680700952564105	2.1680700952564105	1.8523746743879266	
3	CH8N3O8PS	[M - H2O + H]+	CH6N3O7PS	38.373345168943715	38.373345168943715	0.0	14	0.2644063630990143	0.3113026669791489	0.41933715149475725	-76323.88652829968	
3	CH6N3O7PS	[M + H]+	CH6N3O7PS	38.373345168943715	38.373345168943715	0.0	13	0.2644063630990143	0.3113026669791489	0.41933715149475725	0.5355929517142303	
4	C9H2NO5P	[M + H]+	C9H2NO5P	30.786810478322096	30.786810478322096	0.0	11	0.19540871230160714	-4.156188444165037	4.156188444165037	-2.225866042401645	
4	C9H4NO6P	[M - H2O + H]+	C9H2NO5P	30.786810478322096	30.786810478322096	0.0	12	0.19540871230160714	-4.156188444165037	4.156188444165037	-76326.6479872938	
5	C3H5N5O5P2	[M - H2O + H]+	C3H3N5O4P2	26.348432120898437	26.348432120898437	0.0	13	0.17421734465872574	2.246847268794455	2.246847268794455	-76322.27479859121	
5	C3H3N5O4P2	[M + H]+	C3H3N5O4P2	26.348432120898437	26.348432120898437	0.0	12	0.17421734465872574	2.246847268794455	2.246847268794455	2.1473226603068842	
6	C10H2ClNO4	[M + H]+	C10H2ClNO4	25.403826723443526	25.403826723443526	0.0	9	0.1515566443412123	-4.635177768096924	4.635177768096924	-2.9735337600758984	
6	C10H4ClNO5	[M - H2O + H]+	C10H2ClNO4	25.403826723443526	25.403826723443526	0.0	10	0.1515566443412123	-4.635177768096924	4.635177768096924	-76327.39565501171	
7	C4H5ClN5O4P	[M - H2O + H]+	C4H3ClN5O3P	23.09049614647536	23.09049614647536	0.0	12	0.15900657245566283	1.3303433918825887	1.3306537265900125	-76323.02246630914	
7	C4H3ClN5O3P	[M + H]+	C4H3ClN5O3P	23.09049614647536	23.09049614647536	0.0	11	0.15900657245566283	1.3303433918825887	1.3306537265900125	1.3996549425121867	
8	C5H5N2O5P2	[M + H]+	C5H5N2O5P2	20.81850928136467	20.81850928136467	0.0	10	0.19401404643670073	-4.7159511830593495	4.7159511830593495	-3.5426477648344528	
8	C5H7N2O6P2	[M - H2O + H]+	C5H5N2O5P2	20.81850928136467	20.81850928136467	0.0	11	0.19401404643670073	-4.7159511830593495	4.7159511830593495	-76327.96476901622	
9	C6H7N2O2S3	[M + H]+	C6H7N2O2S3	20.23522647304998	20.23522647304998	0.0	9	0.17189629472400145	-1.2178921930104838	1.8345938152213832	-1.8303560490384791	
9	C6H9N2O3S3	[M - H2O + H]+	C6H7N2O2S3	20.23522647304998	20.23522647304998	0.0	10	0.17189629472400145	-1.2178921930104838	1.8345938152213832	-76326.25247730056	
10	C2H12N3O3PS3	[M - H2O + H]+	C2H10N3O2PS3	17.155595879428827	17.155595879428827	0.0	9	0.1595980294901619	-2.9316465219273447	2.9316465219273447	-76327.5692590231	
10	C2H10N3O2PS3	[M + H]+	C2H10N3O2PS3	17.155595879428827	17.155595879428827	0.0	8	0.1595980294901619	-2.9316465219273447	2.9316465219273447	-3.1471377714712867	
