formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C5H5N3O3P2S3	[M - H2O + H]+	C5H3N3O2P2S3	3.468017103019355	3.468017103019355	0.0	3	0.21168322029449368	3.553520677803677	3.553520677803677	-60877.21107405644	
2	C2H7N2O6P2S3	[M - H2O + H]+	C2H5N2O5P2S3	2.5622408186777363	2.5622408186777363	0.0	4	0.22682703787436173	3.1338719552823635	3.1338719552823635	-60868.15343027755	
3	C6H6NO4P3S2	[M - H2O + H]+	C6H4NO3P3S2	1.846573560069956	1.846573560069956	0.0	3	0.21168322029449368	3.553520677803677	3.553520677803677	-60871.40583653454	
4	C9H2NO4P3S	[M - H2O + H]+	C9NO3P3S	0.7676473898607492	0.7676473898607492	0.0	3	0.21168322029449368	3.553520677803677	3.553520677803677	-60860.012698221726	
5	C6H8NO2P5S	[M - H2O + H]+	C6H6NOP5S	-0.23109819455839808	-0.23109819455839808	0.0	3	0.21168322029449368	-4.165865818747607	4.165865818747607	-60875.70837921358	
6	C4H4N4O3P3S2	[M - H2O + H]+	C4H2N4O2P3S2	-0.39231689116875756	-0.39231689116875756	0.0	3	0.21168322029449368	3.553520677803677	3.553520677803677	-60866.86807216528	
7	C5H2NO9P3	[M - H2O + H]+	C5NO8P3	-0.7112139501848704	-0.7112139501848704	0.0	2	0.0	NaN	NaN	-60868.46885039777	
8	C5H3N3O5S4	[M - H2O + H]+	C5HN3O4S4	-0.8871788817208659	-0.8871788817208659	0.0	2	0.0	NaN	NaN	-60872.90853137759	
9	C9H4NO2P5	[M - H2O + H]+	C9H2NOP5	-1.4042529579024725	-1.4042529579024725	0.0	3	0.21168322029449368	-4.165865818747607	4.165865818747607	-60864.31524090056	
10	C5H5N2O4P4S	[M - H2O + H]+	C5H3N2O3P4S	-2.0897822992698227	-2.0897822992698227	0.0	3	0.21168322029449368	3.553520677803677	3.553520677803677	-60861.06283464338	
