formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C3H9N3O3S2	[M + K]+	C3H9N3O3S2	35.46007208208932	35.46007208208932	0.0	15	0.1233927232039298	0.0024780663454901076	1.2307761983083625	-1.3499442832160995	
2	C5H7N2O6S2	[M - H2O + H]+	C5H5N2O5S2	26.90472313016228	25.866578303960527	1.0381448262017536	13	0.19215431886794107	0.833078572214137	1.830082325871022	-75683.30339944048	
2	C5H5N2O5S2	[M + H]+	C5H5N2O5S2	26.90472313016228	25.866578303960527	1.0381448262017536	12	0.19215431886794107	0.833078572214137	1.830082325871022	0.4424393970709958	
2	C5H3N2O4S2	[M + H2O + H]+	C5H5N2O5S2	24.191115008733448	23.152970182531693	1.0381448262017536	10	0.17255580999697542	0.833078572214137	1.830082325871022	0.4424393970709958	
3	C2H5N3O8	[M + K]+	C2H5N3O8	24.044367649748175	24.044367649748175	0.0	9	0.08252376040750532	2.6887138629137537	2.6887138629137537	2.301873160128297	
4	C5H2NO5S2	[M + H3N + H]+	C5H5N2O5S2	23.650569795384392	22.612424969182637	1.0381448262017536	11	0.1417857370316784	0.45924813399135905	1.7906470230777256	0.4424393970709958	
5	CH6N3O4PS2	[M + H2O + H]+	CH8N3O5PS2	21.522996166920073	21.522996166920073	0.0	9	0.16633449951033275	0.14635906694786951	1.6310363650690187	-0.8632891029971165	
5	CH10N3O6PS2	[M - H2O + H]+	CH8N3O5PS2	21.522996166920073	21.522996166920073	0.0	11	0.17536300280459569	0.4296774631124569	1.7014093257826244	-75684.60912794055	
5	CH5N2O5PS2	[M + H3N + H]+	CH8N3O5PS2	21.522996166920073	21.522996166920073	0.0	10	0.17536300280459569	0.4296774631124569	1.7014093257826244	-0.8632891029971165	
5	CH8N3O5PS2	[M + H]+	CH8N3O5PS2	21.522996166920073	21.522996166920073	0.0	10	0.17536300280459569	0.4296774631124569	1.7014093257826244	-0.8632891029971165	
6	C6H5N3O2S2	[M + Na]+	C6H5N3O2S2	20.889328430725914	18.622892710119945	2.2664357206059687	12	0.18471043198421683	0.40947929241471015	1.2666319121763474	-0.7105900618080627	
7	C9H4NO3PS	[M + H]+	C9H4NO3PS	17.668230543622958	17.668230543622958	0.0	9	0.08042973805573608	-3.3019222147669476	4.116620483496647	-3.601568081683883	
7	C9H6NO4PS	[M - H2O + H]+	C9H4NO3PS	17.668230543622958	17.668230543622958	0.0	10	0.08042973805573608	-3.3019222147669476	4.116620483496647	-75687.34740691925	
8	C7H6NO3PS	[M + Na]+	C7H6NO3PS	14.966324514201222	14.966324514201222	0.0	10	0.31971551319318253	-1.8576729133868293	4.528896624875201	6.5075807624895345	
9	C5HN3O7	[M + Na]+	C5HN3O7	14.54405817478304	14.54405817478304	0.0	6	0.07105100802738584	3.3239164335702442	3.3239164335702442	2.941227381655767	
10	C9H2NO2PS	[M + H2O + H]+	C9H4NO3PS	14.137091281676597	14.137091281676597	0.0	5	0.04767058116347971	-3.2848983674667402	3.584759276788832	-3.601568081683883	
11	C4H8N3O4P3	[M - H2O + H]+	C4H6N3O3P3	12.752009673777565	12.752009673777565	0.0	6	0.2396766877817186	1.6310363650690187	1.7699165512727777	-75675.79275645841	
11	C4H6N3O3P3	[M + H]+	C4H6N3O3P3	12.752009673777565	12.752009673777565	0.0	5	0.2396766877817186	1.6310363650690187	1.7699165512727777	7.95308237915122	
11	C4H3N2O3P3	[M + H3N + H]+	C4H6N3O3P3	12.752009673777561	12.752009673777561	0.0	5	0.2396766877817186	1.6310363650690187	1.7699165512727777	7.95308237915122	
11	C4H4N3O2P3	[M + H2O + H]+	C4H6N3O3P3	12.752009673777561	12.752009673777561	0.0	3	0.19589160712961123	1.6310363650690187	1.7699165512727777	7.95308237915122	
12	C6H7N3OP2	[M + K]+	C6H7N3OP2	12.504532961239182	12.504532961239182	0.0	7	0.2551734669268908	0.7046398073705501	2.052215675213193	7.466427198693371	
