formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	CH4BClN2O6	[M + Na]+	CH4BClN2O6	65.51528042490656	65.51528042490656	0.0	16	0.2941154525949925	4.849557814804501	4.849557814804501	4.537825495196536	
2	CH4ClN3O4S	[M + H2O + H]+	CH6ClN3O5S	41.4103634699145	41.4103634699145	0.0	8	0.14667123279044791	-0.7497446148838116	1.0536269455036764	-0.2664890197897086	
2	CH6ClN3O5S	[M + H]+	CH6ClN3O5S	41.4103634699145	41.4103634699145	0.0	11	0.21366392980958082	-1.2768042971672768	1.581249705061935	-0.2664890197897086	
2	CH8ClN3O6S	[M - H2O + H]+	CH6ClN3O5S	41.4103634699145	41.4103634699145	0.0	12	0.21366392980958082	-1.2768042971672768	1.581249705061935	-86598.30864608665	
3	CH4B2ClN3O5S	[M - H2O + H]+	CH2B2ClN3O4S	37.09252624969406	37.09252624969406	0.0	14	0.2336368787524139	0.5224809057810005	1.0840714263081752	-86596.6702682688	
3	CH2B2ClN3O4S	[M + H]+	CH2B2ClN3O4S	37.09252624969406	37.09252624969406	0.0	13	0.2336368787524139	0.5224809057810005	1.0840714263081752	1.371888798331597	
4	C2H7N3O4S	[M + K]+	C2H7N3O4S	36.88351119080565	36.88351119080565	0.0	9	0.17919263983472697	-0.939996208536625	0.939996208536625	0.02498286949333144	
5	CH3ClN2O5S	[M + H3N + H]+	CH6ClN3O5S	33.62409865490702	33.62409865490702	0.0	10	0.20827956389493268	-1.4290270011146058	1.778782287955727	-0.2664890197897086	
6	C5H3N3O3S	[M + Na]+	C5H3N3O3S	32.707434605128185	32.707434605128185	0.0	12	0.22553981322559585	0.13517583529643226	0.6230413185288439	0.7565378845824856	
7	C2H6ClN4O2S	[M + Na]+	C2H6ClN4O2S	31.186509691897918	31.186509691897918	0.0	12	0.22339224403211608	-2.2806440320086523	2.5867203496586813	-1.585795993724563	
8	C4HN2O5S	[M + H2O + H]+	C4H3N2O6S	30.553045210467427	30.553045210467427	0.0	6	0.1366887009686552	1.6682692395303937	1.6682692395303937	2.07584485851734	
8	C4H3N2O6S	[M + H]+	C4H3N2O6S	30.553045210467424	30.553045210467424	0.0	9	0.20368139798778812	1.4263834709410292	1.4263834709410292	2.07584485851734	
8	C4H5N2O7S	[M - H2O + H]+	C4H3N2O6S	30.553045210467424	30.553045210467424	0.0	10	0.20368139798778812	1.4263834709410292	1.4263834709410292	-86595.96631220849	
9	CH6N4O3PS	[M + Na]+	CH6N4O3PS	29.51733194164465	29.51733194164465	0.0	12	0.18368688597816094	-2.0035465592090267	2.349744467874932	-0.7374887447992452	
10	CH8BN2O2PS2	[M + Na]+	CH8BN2O2PS2	27.77583417716296	27.77583417716296	0.0	11	0.13546833177353404	1.188456742810739	1.4439827155149878	1.207689441208618	
11	C3H8NO4PS	[M + Na]+	C3H8NO4PS	26.932682866326058	26.932682866326058	0.0	14	0.30879175883889026	0.9255407822505464	1.7044574882591048	-7.193355491698034	
12	CB2ClN3O3S	[M + H2O + H]+	CH2B2ClN3O4S	26.612333081247932	26.612333081247932	0.0	6	0.11713907310777429	0.8502409761593104	1.2183637646999468	1.371888798331597	
13	C4NO6S	[M + H3N + H]+	C4H3N2O6S	4.104012511933992	4.104012511933992	0.0	4	0.1063012140299032	1.9816445729925862	1.9816445729925862	2.07584485851734	
