formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C2H10N3O2PS3	[M - H2O + H]+	C2H8N3OPS3	11.688672284582701	11.688672284582701	0.0	7	0.14356345468266157	-2.7067887157073085	2.7067887157073085	-82634.68403404788	
2	C6H7N2O2S3	[M - H2O + H]+	C6H5N2OS3	9.846014607808351	9.846014607808351	0.0	7	0.14356345468266157	-0.15971442997047305	1.4760984077546884	-82633.2584449704	
2	C6H5N2OS3	[M + H]+	C6H5N2OS3	9.846014607808351	9.846014607808351	0.0	6	0.14356345468266157	-0.15971442997047305	1.4760984077546884	-2.0518694392729473	
2	C6H9N2O3S3	[M - H4O2 + H]+	C6H5N2OS3	9.846014607808351	9.846014607808351	0.0	7	0.14356345468266157	-0.15971442997047305	1.4760984077546884	-165264.4650205015	
3	C7H10BrNOS	[M - H2O + H]+	C7H8BrNS	5.9351482176404655	5.9351482176404655	0.0	6	0.09299152797552444	1.0351912460678911	3.0637712262903056	-82631.79753800915	
3	C7H12BrNO2S	[M - H4O2 + H]+	C7H8BrNS	5.9351482176404655	5.9351482176404655	0.0	6	0.09299152797552444	1.0351912460678911	3.0637712262903056	-165263.00411354026	
3	C7H8BrNS	[M + H]+	C7H8BrNS	5.9351482176404655	5.9351482176404655	0.0	5	0.09299152797552444	1.0351912460678911	3.0637712262903056	-0.5909624780410219	
4	C2H5NO7P2	[M + H]+	C2H5NO7P2	4.53149480905095	4.53149480905095	0.0	4	0.13586093835384738	5.090613416154629	5.090613416154629	8.390350562746216	
4	C2H7NO8P2	[M - H2O + H]+	C2H5NO7P2	4.53149480905095	4.53149480905095	0.0	5	0.13586093835384738	5.090613416154629	5.090613416154629	-82622.81622496838	
4	C2H9NO9P2	[M - H4O2 + H]+	C2H5NO7P2	4.53149480905095	4.53149480905095	0.0	5	0.13586093835384738	5.090613416154629	5.090613416154629	-165254.0228004995	
5	C3H10ClN3OS3	[M - H2O + H]+	C3H8ClN3S3	3.142373279694402	3.142373279694402	0.0	5	0.08440798058014225	-0.8807404540321034	0.9982514742270384	-82635.49348250397	
6	C3H9ClNO8P	[M - H4O2 + H]+	C3H5ClNO6P	2.648233316082504	2.648233316082504	0.0	5	0.13224759575172026	3.1106174386501455	3.1106174386501455	-165254.83224895547	
6	C3H7ClNO7P	[M - H2O + H]+	C3H5ClNO6P	2.648233316082504	2.648233316082504	0.0	5	0.13224759575172026	3.1106174386501455	3.1106174386501455	-82623.62567342447	
6	C3H5ClNO6P	[M + H]+	C3H5ClNO6P	2.648233316082504	2.648233316082504	0.0	4	0.13224759575172026	3.1106174386501455	3.1106174386501455	7.580902106774905	
7	C3H11NO3P2S2	[M - H2O + H]+	C3H9NO2P2S2	1.8734648381497006	1.8734648381497006	0.0	4	0.03362416032534954	-0.2624992745006044	0.2624992745006044	-82626.80326443374	
8	ClH6N6O3P2	[M - H2O + H]+	ClH4N6O2P2	1.3326488184860281	1.3326488184860281	0.0	5	0.11004709984647011	-1.084149643123849	1.084149643123849	-82631.187123124	
8	ClH4N6O2P2	[M + H]+	ClH4N6O2P2	1.3326488184860281	1.3326488184860281	0.0	4	0.11004709984647011	-1.084149643123849	1.084149643123849	0.01945240711754053	
8	ClH8N6O4P2	[M - H4O2 + H]+	ClH4N6O2P2	1.3326488184860281	1.3326488184860281	0.0	5	0.11004709984647011	-1.084149643123849	1.084149643123849	-165262.3936986551	
9	C4H9N3O5Se	[M - H4O2 + H]+	C4H5N3O3Se	0.20993554542407977	0.20993554542407977	0.0	3	0.042679821414631065	1.421415661309987	1.421415661309987	-165260.64162331645	
9	C4H7N3O4Se	[M - H2O + H]+	C4H5N3O3Se	0.20993554542407977	0.20993554542407977	0.0	3	0.042679821414631065	1.421415661309987	1.421415661309987	-82629.43504778546	
9	C4H5N3O3Se	[M + H]+	C4H5N3O3Se	0.20993554542407977	0.20993554542407977	0.0	2	0.042679821414631065	1.421415661309987	1.421415661309987	1.7715277457929475	
10	C4H11ClNO2PS2	[M - H2O + H]+	C4H9ClNOPS2	-0.08872832783204654	-0.08872832783204654	0.0	4	0.03001081772322242	-0.9613428412736081	0.9613428412736081	-82627.61271288985	
